,name,region,subregion,votes,rating,length,lengthtype,gain,hpoint,fee,lat,long,trailhead1,trailhead2,author1,author2,countreports,Wildflowers/Meadows,Mountain views,Dogs allowed on leash,Established campsites,Waterfalls,Good for kids,Fall foliage,Ridges/passes,Wildlife,Old growth,Summits,Lakes,Rivers,Coast
3004,Horan Natural Area,Central Washington,Wenatchee,7,3.71,2.5,roundtrip,,640,Discover Pass,47.4601,-120.3305,Wenatchee Confluence State Park,,,,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3005,Icicle Gorge View Trail,Central Cascades,Leavenworth Area,2,4.50,2.25,roundtrip,200,2900,Northwest Forest Pass,47.6086,-120.8945,"Okanogan-Wenatchee Natiomal Forest, Wenatchee River Ranger District",,,,18,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3006,Index Creek,Central Cascades,Stevens Pass - East,4,3.50,,,,,Northwest Forest Pass,47.6793,-120.8699,Index Creek (#1572),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District, Leavenworth",,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,Indian Creek,Central Cascades,Stevens Pass - East,7,2.43,8.0,roundtrip,800,3100,Northwest Forest Pass,47.9632,-120.9455,Indian Creek (#1502),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District, Leavenworth",,,52,0,1,0,1,0,0,0,0,1,1,0,0,1,0
3008,Indian Head Basin,Central Cascades,,5,3.20,,,,,,,,Indian Head Basin (#1250),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,Ipsut Falls,Mount Rainier Area,NW - Carbon River/Mowich,7,3.14,11.4,roundtrip,300,2650,National Park Pass,46.9771,-121.8315,Mount Rainier National Park,,,,15,0,0,0,0,1,1,0,0,1,1,0,0,0,0
3010,Indian Trail,Issaquah Alps,Cougar Mountain,5,2.40,,,,,,,,Indian Trail (#COUGAR-W7),,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,Ipsut Pass,Mount Rainier Area,NW - Carbon River/Mowich,5,3.20,8.0,roundtrip,2800,5150,National Park Pass,46.9771,-121.8315,Mount Rainier National Park,,,,25,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3012,Hoodoo Pass,Central Cascades,,3,2.33,,,,,,,,Hoodoo Pass (#1259.3),,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,Hubbard Creek,North Cascades,,4,3.25,,,,,,,,Hubbard Creek (#527.2),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,Honeymoon Creek,North Cascades,Pasayten,3,3.00,,,,,,,,Honeymoon Creek (#560),,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,Horton Butte,Central Cascades,,4,3.50,,,,,,48.1460,-120.4945,Horton Butte (#1250.1),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,Indian Heaven,South Cascades,Mount Adams Area,7,2.29,,,,,,46.0938,-121.7683,Indian Heaven (#33),"Gifford Pinchot National Forest, Mt. Adams Ranger District",,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,Hornet Ridge,Central Cascades,,4,4.25,,,,,,,,Hornet Ridge (#1410),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,Horseshoe Creek,North Cascades,,4,3.25,,,,,,,,Horseshoe Creek (#507),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,Independence Pass Loop,South Cascades,Mount St. Helens,5,3.00,8.0,roundtrip,300,4500,Northwest Forest Pass,46.3045,-122.0819,Independence Pass (#227),USFS Mount St. Helens National Volcanic Monument,,,16,0,1,0,0,0,0,0,1,1,0,0,1,0,0
3020,Indian Creek Snowshoe,Snoqualmie Region,Salmon La Sac/Teanaway,2,3.50,14.0,roundtrip,1300,3600,,47.3017,-120.8545,Indian Creek (#1502),"Okanogan-Wenatchee National Forest, Cle Elum Ranger District",,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3021,Indian Creek,South Cascades,,4,4.25,,,,,,,,Indian Creek (#1105),,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,Hopkins Pass,North Cascades,,4,3.75,,,,,,,,Hopkins Pass (#744),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,Horseshoe Basin (Stehekin),North Cascades,,4,3.25,,,,,None,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,Hudson Way,North Cascades,,4,2.50,,,,,,,,Hudson Way (#689.2),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,Holman Creek,North Cascades,,4,3.00,,,,,,,,Holman Creek (#472.1),,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,Happy Hollow,Olympic Peninsula,Northern Coast,4,3.00,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,Harstine Island State Park,Olympic Peninsula,Kitsap Peninsula,6,3.50,1.5,roundtrip,200,175,Discover Pass,47.2303,-122.8836,Jarrell Cove State Park ,,,,10,0,0,1,0,0,1,0,0,0,1,0,0,1,1
3028,Happy Creek,North Cascades,,4,2.50,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,Haystack,North Cascades,,3,3.00,,,,,,,,Haystack (#596),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,Hardy Canyon,Central Washington,Yakima,6,2.83,9.0,roundtrip,2500,,Discover Pass,46.8335,-120.7117,Washington Department of Fish and Wildlife,,,,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3031,Hardscrabble Creek,Snoqualmie Region,Salmon La Sac/Teanaway,4,3.00,,,,,Northwest Forest Pass,47.4344,-120.8454,Hardscrabble Creek (#1218),"Mt. Baker-Snoqualmie National Forest, Cle Elum Ranger District",,,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3032,Hatchery Creek,Central Cascades,Leavenworth Area,5,2.20,13.0,roundtrip,4000,6700,None,47.5692,-120.6788,Hatchery Creek (#1577),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District",,,38,1,1,0,0,0,0,0,1,1,0,0,1,0,0
3033,High Camp,South Cascades,Mount Adams Area,5,3.20,6900,,,6900,Northwest Forest Pass,,,High Camp (#10),USFS Mount Adams Ranger District,,,15,0,1,1,1,0,0,0,1,0,0,0,1,0,0
3034,Hayden Pass,Olympic Peninsula,Hood Canal,4,4.25,,,,,,,,Hayden Pass (#69),,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,Hoh Lake,Olympic Peninsula,Pacific Coast,5,3.60,,,,,,,,Hoh Lake (#18),,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,Higley Peak,Olympic Peninsula,Olympia,4,2.00,,,,,,,,Higley Peak (#856),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,Hidden Lakes,South Cascades,,4,3.50,,,,,,,,Hidden Lakes (#106),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,High Divide,Olympic Peninsula,Northern Coast,8,3.12,,,,,,47.9397,-123.7677,High Divide (#38),,,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,Hells Basin,North Cascades,,4,4.25,,,,,,,,Hells Basin (#738.1),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,Hereford Meadows,South Cascades,,4,3.50,,,,,,,,Hereford Meadows (#1207),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,High Lakes Ramble,South Cascades,Mount Adams Area,6,3.00,5.4,roundtrip,200,4329,Northwest Forest Pass,46.2930,-121.5960,High Lakes (#116),"Gifford-Pinchot National Forest, Cowlitz Valley Ranger District",,,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3042,Heather Lake Snowshoe,North Cascades,Mountain Loop Highway,7,3.43,4.6,roundtrip,1100,2440,,48.0829,-121.7740,Heather Lake (#701),Mt. Baker - Snoqualmie National Forest - Darrington District,,,75,0,1,0,0,1,1,0,0,0,1,0,1,0,0
3043,Hikers Trail,South Cascades,,4,3.50,,,,,,,,Hikers Trail (#96.1),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,Hogsback Route,North Cascades,,4,3.00,,,,,,,,Hogsback Route (#677.1),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,Henskin Lake,South Cascades,,5,3.00,,,,,,48.2592,-117.7558,Henskin Lake (#1193),,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,High Bridge,South Cascades,,5,3.80,,,,,,,,High Bridge (#293),,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,High Pass,North Cascades,Mount Baker Area,5,3.20,,,,,,48.9523,-121.6358,High Pass (#676),,,,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3048,Hindoo,South Cascades,,4,4.50,,,,,,,,Hindoo (#981),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,Heather Basin,Olympic Peninsula,Hood Canal,5,2.80,,,,,,,,Heather Basin (#863),,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,Grassy Point,North Cascades,Mountain Loop Highway,4,2.25,,,,,,,,Grassy Point (#788),,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,Goose Lake Plateau,Central Washington,Potholes Region,4,3.50,7.0,roundtrip,100,1000,National Park Pass,46.9307,-119.2432,"U.S. Fish and Wildlife Service, Columbia National Wildlife Refuge",,,,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3052,Gotchen Creek-Aiken Lava Bed East,South Cascades,Mount Adams Area,4,2.75,11.0,roundtrip,2600,6300,Northwest Forest Pass,46.0932,-121.4800,Gotchen Creek (#40),USFS Mount Adams Ranger District,,,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3053,Gold Run Pass,North Cascades,,6,3.67,,,,,,,,Gold Run Pass (#686),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,Gray Wolf Pass,Olympic Peninsula,Hood Canal,5,3.80,,,,,,,,Gray Wolf Pass (#93),,,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,Grant Purcell Falls,South Cascades,,6,3.67,,,,,,46.6707,-121.5875,Grant Purcell Falls (#162.1),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,Gold Creek,Central Washington,Yakima,10,3.70,,,,,,46.9610,-121.0072,Gold Creek (#966),,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,Haney Meadow Loop Snowshoe,Central Cascades,Blewett Pass,2,4.50,12.0,roundtrip,1600,5700,Sno-Parks Permit,47.3349,-120.5808,"Wenatchee National Forest, Cle Elum Ranger District",,,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3058,Gooseberry Flat,Snoqualmie Region,,3,3.00,,,,,,,,Gooseberry Flat (#1227),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,Gold Creek,Olympic Peninsula,Hood Canal,4,2.50,,,,,,47.9426,-123.0951,Gold Creek (#830),,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,Grand Pass,Olympic Peninsula,Northern Coast,7,3.71,,,,,,47.9180,-123.3757,Grand Pass (#89),,,,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,Hamilton Peak,South Cascades,,4,3.25,,,,,,,,Hamilton Peak (#109),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,Greenwood Lake,South Cascades,,5,2.80,,,,,,,,Greenwood Lake (#253),,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,Goose Prairie,South Cascades,,5,4.00,,,,,,,,Goose Prairie (#972),,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,Grand Valley,Olympic Peninsula,Northern Coast,19,4.26,9.8,roundtrip,2400,6450,,47.9458,-123.4255,Grand Valley (#88),Olympic National Park,,,65,1,0,0,1,0,0,0,0,1,1,0,0,0,0
3065,Granite Mountain Snowshoe,Snoqualmie Region,Snoqualmie Pass,4,4.00,5.0,roundtrip,3750,5629,,47.3979,-121.4878,Granite Mountain (#1016),"Mount Baker-Snoqualmie National Forest, Mount Baker Ranger District",,,95,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3066,Gold Ridge,Central Cascades,,4,2.00,,,,,,,,Gold Ridge (#1407),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,Greek Creek Basin,South Cascades,,4,3.50,,,,,,,,Greek Creek Basin (#1321.2),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,Goat Ridge,South Cascades,,8,3.12,,,,,,46.4669,-121.5265,Goat Ridge (#95),,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069,Hamma Hamma Beaver Pond,Olympic Peninsula,Hood Canal,5,2.60,,,,,,47.5883,-123.1911,Hamma Hamma Beaver Pond (#815),,,,9,1,1,0,0,0,1,0,0,1,0,0,0,0,0
3070,Gillette Ridge,Eastern Washington,,4,2.00,,,,,,48.6585,-117.7662,Gillette Ridge (#131),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071,Glacier Creek,Central Cascades,Stevens Pass - East,4,3.25,,,,,,47.6898,-120.7374,Glacier Creek (#1573),,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,Fortune Creek-Van Epps,Snoqualmie Region,Salmon La Sac/Teanaway,4,1.50,,,,,,47.4787,-121.0019,Fortune Creek-Van Epps (#1594),,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,Gatton Creek,Olympic Peninsula,,5,2.00,,,,,,,,Gatton Creek (#888),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,Fourth Creek,Snoqualmie Region,Salmon La Sac/Teanaway,4,3.25,,,,,,,,Fourth Creek (#1219),,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,French Creek,Southwest Washington,Lewis River Region,4,3.00,7.0,roundtrip,700,3800,Northwest Forest Pass,46.2778,-121.7943,French Creek (#1595),USFS Mount St. Helens National Volcanic Monument,,,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3076,French Ridge,Central Cascades,Leavenworth Area,5,2.60,,,,,,47.6134,-120.9497,French Ridge (#1564),,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,Glacier Peak,Central Cascades,,5,3.00,,,,,,48.0578,-121.2882,,,,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,French Butte,South Cascades,,4,2.00,,,,,,,,French Butte (#254),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,Freezout Lake,North Cascades,,3,3.67,,,,,,,,Freezout Lake (#749.2),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,Glacier View Loop,North Cascades,,4,3.00,,,,,,46.7621,-121.9454,Glacier View Loop (#677.2),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,Glacier Vista Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,6,3.00,3.0,roundtrip,700,6300,,46.7523,-121.7895,Mount Rainier National Park,,,,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3082,Gifford Peak,South Cascades,Mount Adams Area,6,2.50,11.0,roundtrip,700,5200,Northwest Forest Pass,45.9371,-121.8204,Mount Adams Ranger District,,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3083,Gibbs Lake,Olympic Peninsula,Hood Canal,4,3.75,2.5,roundtrip,160,480,,47.9704,-122.8108,,,,,12,0,0,1,0,0,1,0,0,1,1,0,1,0,0
3084,Frog Mountain,Mount Rainier Area,,5,2.80,,,,,,,,Frog Mountain (#1180),,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3085,Frosty Creek,North Cascades,,3,2.00,,,,,,47.6126,-120.9499,Frosty Creek (#453),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,Found Lake,North Cascades,,4,2.50,,,,,,,,Found Lake (#765),,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,Gloyd Seeps - South,Central Washington,Potholes Region,3,2.67,3.5,roundtrip,,1200,Discover Pass,,,Washington Department of Fish and Wildlife,,,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3088,Gamma Ridge,North Cascades,Mountain Loop Highway,4,2.50,,,,,,,,Gamma Ridge (#791),,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3089,Gloyd Seeps - North,Central Washington,Potholes Region,4,3.25,5.0,roundtrip,,,Discover Pass,,,Washington Department of Fish and Wildlife,,,,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3090,Goat Peak Snowshoe,Mount Rainier Area,Chinook Pass - Hwy 410,3,3.33,5.6,roundtrip,2600,5900,Sno-Parks Permit,46.9175,-121.2309,Goat Peak (#958.3),Wenatchee National Forest - Naches Ranger District,,,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3091,Frost Mountain,South Cascades,,3,2.33,,,,,,,,Frost Mountain (#1366),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Four Mile Ridge,Central Cascades,,3,2.33,,,,,,,,Four Mile Ridge (#1445),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,Goat Peak,South Cascades,,5,3.80,,,,,,47.1914,-121.2237,Goat Peak (#1304),,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,Frisco Mountain,North Cascades,,4,3.25,,,,,,,,Frisco Mountain (#732),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,Getaway Creek,North Cascades,,6,3.00,,,,,,,,Getaway Creek (#588),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,Garland Peak,Central Cascades,,5,2.80,10.4,roundtrip,3550,7400,,47.9786,-120.7266,Garland Peak (#1408),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District, Leavenworth",,,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3097,Goat Flats,North Cascades,Mountain Loop Highway,6,3.00,,,,,,48.1937,-121.7702,Goat Flats (#641),,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,Frying Pan Loop,South Cascades,White Pass/Cowlitz River Valley,3,2.33,,,,,,,,"Kincaid (#42), Cowlitz (#44), Twin Sisters (#980), Pacific Crest Trail (#2000), Jug Lake (#43)","Gifford Pinchot National Forest, Cowlitz Valley Ranger District",,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,Glory Lake,North Cascades,,4,2.75,,,,,,,,Glory Lake (#503.1),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,Four Stream,Olympic Peninsula,Hood Canal,6,2.67,,,,,,47.5160,-123.3258,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Elk Mountain,Olympic Peninsula,Northern Coast,5,3.60,,,,,,47.9184,-123.3823,Elk Mountain (#85),,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,First Butte,North Cascades,,4,2.25,,,,,,,,First Butte (#559),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,Evans Lake,Central Cascades,Stevens Pass - West,4,3.00,1.0,roundtrip,50,3700,,47.6589,-121.3230,Evans Lake (#704.2),"Mount Baker-Snoqualmie National Forest, Skykomish Ranger District",,,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3104,Flower Dome,Central Cascades,,4,3.00,,,,,,,,Flower Dome (#799),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,Fern Lake,Central Cascades,Entiat Mountains/Lake Chelan,5,3.80,,,,,,,,Fern Lake (#1436),,,,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3106,Estes Butte,Central Cascades,Stevens Pass - East,4,2.00,8.5,roundtrip,2900,5400,,47.9714,-120.7909,Estes Butte (#1527),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District, Leavenworth",,,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0
3107,Elsnor Mine,Snoqualmie Region,,3,2.33,,,,,,,,Elsnor Mine (#1392.8),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Eldorado and Turnpike Passes,Snoqualmie Region,Salmon La Sac/Teanaway,4,2.75,8.0,roundtrip,2200,6100,Northwest Forest Pass,47.4216,-120.9374,Cle Elum Ranger District,,,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3109,Fairholm Campground,Olympic Peninsula,Northern Coast,4,3.50,,,,,,,,Fairholm Campground (#45),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,Elk Ridge,Olympic Peninsula,Northern Coast,6,2.17,,,,,,,,Elk Ridge (#859),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,Fog City,South Cascades,,4,2.75,,,,,,,,Fog City (#967.1),,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,Faraway Rock,Mount Rainier Area,SE - Cayuse Pass/Steven's Canyon,4,2.50,2.0,roundtrip,300,5210,,46.7689,-121.7240,Longmire Wilderness Information Center,,,,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3113,Emerald Park,Central Cascades,Entiat Mountains/Lake Chelan,4,2.50,,,,,,48.2002,-120.5915,Emerald Park (#1230),,,,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3114,Foolhen Lake,North Cascades,Pasayten,4,2.75,,,,,,,,Foolhen Lake (#532.1),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,Equestrian Loops,Issaquah Alps,Squak Mountain,4,4.00,,,,,,,,Equestrian Loops (#SQUAK-S4),,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,Nooksack River to Excelsior Pass,North Cascades,Mount Baker Area,12,3.75,9.0,roundtrip,3500,5699,Northwest Forest Pass,48.9093,-121.8032,Excelsior Pass (#670),"Mt. Baker-Snoqualmie National Forest, Mt. Baker Ranger District",,,143,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3117,Fish Lake,Mount Rainier Area,Chinook Pass - Hwy 410,4,2.00,14.0,roundtrip,1200,5400,Northwest Forest Pass,46.8306,-121.3771,Fish Lake Way (#971.1),"Okanogan and Wenatchee National Forests, Naches Ranger District",,,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3118,Entiat River,Central Cascades,,5,3.80,,,,,,48.0120,-120.6230,Entiat River (#1400),,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,Forks of Canyon Creek,North Cascades,Mountain Loop Highway,3,3.67,,,,,,,,Forks of Canyon Creek (#633),,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,Fishhook Flat,South Cascades,,4,1.25,,,,,,,,Fishhook Flat (#1378),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,Fish Creek,Central Cascades,,4,2.75,,,,,,48.1474,-120.4894,Fish Creek (#1248),,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,Forest Lake,Mount Rainier Area,NE - Sunrise/White River,4,4.00,5.0,roundtrip,1000,6800,,46.9146,-121.6423,Sunrise Ranger Station,,,,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3123,Elwha Basin,Olympic Peninsula,Northern Coast,5,3.80,,,,,,,,Elwha Basin (#70),,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,First Creek,Central Cascades,,6,3.00,,,,,,,,First Creek (#1374),,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,Fifes Ridge,Mount Rainier Area,Chinook Pass - Hwy 410,5,3.00,8.0,roundtrip,3100,6000,Northwest Forest Pass,46.9518,-121.0795,Fifes Ridge (#954),"Okanogan and Wenatchee National Forests, Naches Ranger District",,,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3126,Elip Creek,Olympic Peninsula,Olympia,5,2.60,,,,,,,,Elip Creek (#10),,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,Ericsons Bay,Olympic Peninsula,Pacific Coast,4,4.00,,,,,,48.1244,-124.7060,Ericsons Bay (#30),,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,Fire Creek,North Cascades,,4,4.00,,,,,,,,Fire Creek (#561),,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,Florence Lake,Eastern Washington,Spokane Area/Coeur d'Alene,6,1.50,4.5,roundtrip,50,,Discover Pass,,,Washington Department of Fish and Wildlife,,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3130,Escondido Lake,Central Cascades,,4,2.25,,,,,,47.4842,-121.2029,Escondido Lake (#1320),,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,Douglas Creek Canyon - Badger Mountain,Central Washington,Wenatchee,5,2.80,6.0,roundtrip,900,2400,,47.4851,-119.8980,"Bureau of Land Management, Spokane",,,,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0
3132,Douglas Creek Canyon - North,Central Washington,Wenatchee,4,3.50,3.0,roundtrip,100,1700,,47.4986,-119.9117,"Bureau of Land Management,Spokane",,,,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3133,Duffy Creek,Central Washington,Wenatchee,4,2.50,8.0,roundtrip,,2900,,,,"Bureau of Land Management, Spokane",,,,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3134,Eagle Creek,North Cascades,Methow/Sawtooth,6,2.67,16.0,roundtrip,4250,7250,,48.3538,-120.4064,Eagle Creek (#410),Okanogan-Wenatchee National Forest - Methow Valley Ranger District,,,16,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3135,Drop Creek Spur,Central Cascades,,4,2.75,,,,,,,,Drop Creek Spur (#1371.1),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,Dutch Miller Gap,Snoqualmie Region,,4,3.50,,,,,,47.5104,-121.3495,Dutch Miller Gap (#1030),,,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,Dusty Creek,Eastern Washington,,3,5.00,,,,,,,,Dusty Creek (#786),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,Dry Creek,South Cascades,White Pass/Cowlitz River Valley,6,3.00,7.0,roundtrip,2800,3815,Northwest Forest Pass,46.5628,-121.7092,Dry Creek (#125),"Wentachee National Forest, Naches Ranger District",,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3139,Duncan Hill,Central Cascades,Entiat Mountains/Lake Chelan,6,3.17,13.6,roundtrip,3000,7819,Northwest Forest Pass,48.0174,-120.5881,Duncan Hill (#1434),"Okanogan-Wenatchee National Forest, Entiat Ranger District",,,12,1,1,0,0,0,0,0,1,1,0,1,0,0,0
3140,Douglas Creek Canyon - South,Central Washington,Wenatchee,5,3.00,5.0,roundtrip,100,1500,,47.4581,-119.8769,"Bureau of Land Management, Spokane",,,,16,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3141,Early Winters,North Cascades,North Cascades Highway - Hwy 20,4,2.25,,,,,,48.5643,-120.5399,Early Winters (#522),,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,Eagle Creek Snowshoe,North Cascades,Methow/Sawtooth,2,2.50,16.6,roundtrip,4900,7300,,,,Eagle Creek (#410),Okanogan-Wenatchee National Forest - Methow Valley Ranger District,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3143,East Side Parks,North Cascades,,4,1.75,,,,,,,,East Side Parks (#495.1),,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,Easy Ridge,North Cascades,,5,3.60,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
